Time (UTC);Air temperature;Precipitation amount;Wind speed;Cloud amount;Relative humidity;Dew-point temperature;Air temperature (Min);Air temperature (Max);Air temperature (Mean);Air temperature (Median);Precipitation amount (Min);Precipitation amount (Max);Precipitation amount (Mean);Precipitation amount (Median);Wind speed (Min);Wind speed (Max);Wind speed (Mean);Wind speed (Median);Cloud amount (Min);Cloud amount (Max);Cloud amount (Mean);Cloud amount (Median);Relative humidity (Min);Relative humidity (Max);Relative humidity (Mean);Relative humidity (Median);Dew-point temperature (Min);Dew-point temperature (Max);Dew-point temperature (Mean);Dew-point temperature (Median);Pressure (msl);Humidity;Visibility
2025-04-27 02:00:00;5.22;0.0;0.0;;;;15.41;13.05;1.11;7.37;0.03;0.01;0.71;0.0;2.08;9.17;2.86;2.27;;;;;;;;;;;;;996.14;53.09;4.24
2025-04-27 01:00:00;-9.66;0.63;4.09;;;;-3.39;5.08;-0.31;4.46;0.0;0.49;0.6;0.54;1.56;4.85;3.19;3.44;;;;;;;;;;;;;1015.5;61.36;11.64
2025-04-27 00:00:00;-1.05;0.0;2.39;;;;12.54;-0.63;-0.86;0.85;0.0;0.42;0.0;0.36;2.3;6.55;2.72;3.72;;;;;;;;;;;;;1011.39;75.6;9.26
2025-04-26 23:00:00;-4.12;0.0;3.51;;;;-7.01;-2.25;3.23;5.73;0.15;0.03;0.0;0.0;0.0;5.05;2.5;4.21;;;;;;;;;;;;;1020.39;100.0;12.66
2025-04-26 22:00:00;12.65;0.36;4.01;;;;11.03;29.36;-3.72;19.08;0.0;1.0;0.0;0.08;0.98;5.91;2.79;3.77;;;;;;;;;;;;;1023.15;69.46;1.92
2025-04-26 21:00:00;19.72;0.0;4.36;;;;-2.23;-0.62;6.94;-3.92;0.0;0.53;0.8;0.51;0.27;9.44;3.14;7.68;;;;;;;;;;;;;1017.29;73.38;6.6
2025-04-26 20:00:00;12.6;0.0;4.56;;;;-4.79;-1.48;-4.12;-0.39;0.09;0.0;0.48;0.21;1.12;2.74;0.0;2.98;;;;;;;;;;;;;1009.44;70.93;11.16
2025-04-26 19:00:00;10.56;0.0;0.0;;;;1.49;8.93;1.47;6.41;0.0;0.05;0.1;0.82;1.9;5.16;1.06;3.58;;;;;;;;;;;;;1017.99;64.35;12.01
2025-04-26 18:00:00;-0.62;0.0;5.41;;;;5.31;16.04;9.87;7.41;0.02;0.0;0.77;0.0;2.66;5.58;2.78;4.62;;;;;;;;;;;;;1021.36;60.51;10.09
2025-04-26 17:00:00;-3.71;0.0;2.14;;;;-2.65;-9.54;2.35;7.44;0.03;0.0;0.17;0.0;1.7;1.95;1.44;2.82;;;;;;;;;;;;;1024.09;71.9;8.13
2025-04-26 16:00:00;14.83;0.0;5.36;;;;11.36;9.15;5.2;4.88;0.06;0.15;0.59;0.42;0.0;4.57;5.74;3.8;;;;;;;;;;;;;1015.94;100.0;6.54
2025-04-26 15:00:00;1.09;0.0;4.8;;;;-5.18;10.78;-0.74;0.81;0.05;0.93;0.17;0.23;0.14;6.72;2.24;3.23;;;;;;;;;;;;;1009.97;79.44;1.06
2025-04-26 14:00:00;22.34;1.12;2.83;;;;2.97;20.76;1.64;7.32;0.0;0.0;0.25;0.0;1.96;5.1;6.07;1.96;;;;;;;;;;;;;1009.48;71.59;8.99
2025-04-26 13:00:00;4.0;1.0;4.43;;;;5.54;9.98;-8.92;7.44;0.0;0.08;0.2;0.56;0.0;7.2;1.6;0.54;;;;;;;;;;;;;1019.97;71.93;8.18
2025-04-26 12:00:00;16.65;0.0;2.59;;;;3.12;15.72;-10.48;-3.12;0.0;1.61;0.55;0.0;2.1;2.98;2.09;2.97;;;;;;;;;;;;;1021.47;65.57;1.62
2025-04-26 11:00:00;12.43;0.97;2.2;;;;-7.77;0.29;3.4;23.21;0.16;0.69;0.0;1.0;1.11;6.43;0.26;1.65;;;;;;;;;;;;;1026.59;79.18;8.49
2025-04-26 10:00:00;-7.07;0.0;4.67;;;;3.56;22.42;9.23;9.62;0.03;1.15;0.06;0.52;2.04;3.37;1.38;3.73;;;;;;;;;;;;;1018.67;72.27;6.12
2025-04-26 09:00:00;6.63;0.0;0.18;;;;1.49;9.59;13.15;-5.55;0.0;0.0;0.78;0.41;0.0;4.2;4.78;0.38;;;;;;;;;;;;;1027.79;81.31;4.92
2025-04-26 08:00:00;12.67;0.53;3.8;;;;4.11;10.95;-16.9;5.92;0.0;0.0;0.24;0.89;0.79;4.14;3.65;3.79;;;;;;;;;;;;;1018.83;78.48;9.64
2025-04-26 07:00:00;5.13;0.0;5.54;;;;-5.46;-4.96;7.28;-11.72;0.3;0.63;0.0;0.81;1.82;9.78;5.74;2.63;;;;;;;;;;;;;1006.11;85.0;14.77
2025-04-26 06:00:00;15.94;0.0;2.54;;;;3.29;3.5;2.17;-10.23;0.02;0.17;0.78;0.0;0.56;2.71;4.39;2.94;;;;;;;;;;;;;1024.86;84.52;9.85
2025-04-26 05:00:00;6.38;0.0;4.03;;;;-6.91;0.79;3.42;-12.74;0.0;0.56;0.74;0.87;0.4;6.38;1.36;4.13;;;;;;;;;;;;;1009.4;48.47;10.39
2025-04-26 04:00:00;3.73;0.61;2.47;;;;1.44;21.94;-0.33;5.37;0.0;1.97;0.0;0.61;1.21;5.35;4.17;4.21;;;;;;;;;;;;;1036.72;82.29;1.0
2025-04-26 03:00:00;8.78;0.0;2.81;;;;-2.46;14.07;1.41;2.82;0.07;0.75;0.0;0.0;0.71;3.68;3.53;2.15;;;;;;;;;;;;;1019.88;90.56;6.29
2025-04-26 02:00:00;10.1;0.0;2.21;;;;-4.0;4.21;0.97;18.68;0.01;1.06;0.03;0.35;1.43;1.52;2.26;0.67;;;;;;;;;;;;;1012.65;97.51;4.68
2025-04-26 01:00:00;5.39;0.0;3.93;;;;-10.84;9.66;-12.34;5.14;0.0;0.48;0.46;0.44;2.05;5.54;2.66;6.0;;;;;;;;;;;;;1006.84;73.43;11.54
2025-04-26 00:00:00;-6.27;0.0;1.88;;;;9.31;11.71;3.29;8.77;0.0;0.54;0.0;0.54;0.64;5.98;5.99;3.53;;;;;;;;;;;;;1021.95;54.57;11.01
2025-04-25 23:00:00;6.77;0.19;3.13;;;;-4.52;2.65;5.51;-6.7;0.0;0.0;0.66;1.16;0.0;5.73;1.27;1.84;;;;;;;;;;;;;1006.17;73.8;5.41
2025-04-25 22:00:00;-10.65;0.34;1.37;;;;16.26;15.21;8.17;7.28;0.0;0.01;0.22;0.43;1.53;1.22;1.4;3.69;;;;;;;;;;;;;1018.37;75.82;9.16
2025-04-25 21:00:00;10.76;0.0;4.72;;;;-15.6;15.03;3.98;3.79;0.0;0.71;0.48;0.0;0.88;0.09;2.89;1.91;;;;;;;;;;;;;1022.13;100.0;8.42
2025-04-25 20:00:00;6.94;0.68;2.49;;;;-14.42;17.69;7.06;11.77;0.0;0.0;0.0;0.21;1.45;6.75;0.75;0.62;;;;;;;;;;;;;1010.68;82.22;5.31
2025-04-25 19:00:00;22.79;0.0;3.32;;;;-10.67;4.94;4.05;-5.57;0.0;0.21;0.0;0.58;2.07;6.46;3.07;1.52;;;;;;;;;;;;;1027.0;74.65;10.07
2025-04-25 18:00:00;4.53;0.0;0.7;;;;1.46;1.16;6.43;-4.23;0.0;1.18;0.0;0.76;0.58;4.83;6.56;2.59;;;;;;;;;;;;;1013.44;85.58;3.45
2025-04-25 17:00:00;4.96;0.0;2.04;;;;13.36;16.05;-4.44;9.51;0.14;0.44;0.0;0.11;0.5;3.79;3.0;0.0;;;;;;;;;;;;;1003.04;64.17;9.25
2025-04-25 16:00:00;10.16;0.49;1.64;;;;4.42;15.63;6.66;-3.37;0.0;0.48;0.0;0.39;0.0;2.91;4.64;8.16;;;;;;;;;;;;;1022.17;76.22;4.59
2025-04-25 15:00:00;9.35;0.52;5.05;;;;-7.93;5.37;12.28;5.65;0.0;0.22;0.37;0.0;1.06;3.18;0.22;0.0;;;;;;;;;;;;;1014.31;97.62;8.1
2025-04-25 14:00:00;3.09;0.0;5.75;;;;-9.22;11.25;-7.82;-4.91;0.0;0.24;1.37;0.0;1.07;6.01;1.99;2.58;;;;;;;;;;;;;1014.21;73.0;8.45
2025-04-25 13:00:00;-1.95;0.53;0.0;;;;-5.55;12.38;-3.06;6.96;0.0;1.49;0.22;0.15;1.95;7.04;8.33;3.99;;;;;;;;;;;;;1005.6;71.83;4.17
2025-04-25 12:00:00;-4.28;0.45;3.85;;;;1.33;12.63;-1.45;8.0;0.18;0.18;0.94;0.24;0.68;3.39;5.93;0.65;;;;;;;;;;;;;1025.9;70.52;7.2
2025-04-25 11:00:00;4.71;0.66;0.0;;;;-7.79;6.8;18.17;3.86;0.0;0.83;0.01;0.0;0.96;6.09;3.18;3.95;;;;;;;;;;;;;1015.44;87.38;1.0
2025-04-25 10:00:00;10.86;0.24;1.37;;;;5.76;12.35;1.93;12.05;0.0;0.0;0.0;0.13;0.13;6.38;6.29;2.54;;;;;;;;;;;;;1019.43;87.51;10.74
2025-04-25 09:00:00;-3.42;0.29;6.85;;;;6.42;16.31;13.96;12.52;0.0;0.9;1.35;0.92;1.57;2.92;0.0;1.6;;;;;;;;;;;;;1016.95;62.54;11.52
2025-04-25 08:00:00;3.97;0.4;0.0;;;;-4.94;16.95;7.51;16.66;0.0;0.13;0.0;0.0;0.75;3.13;1.84;6.38;;;;;;;;;;;;;1015.79;57.83;11.78
2025-04-25 07:00:00;7.86;1.35;5.31;;;;7.87;-1.06;-10.04;7.73;0.02;0.37;1.03;0.59;0.91;3.85;2.66;0.0;;;;;;;;;;;;;1012.77;85.97;3.47
2025-04-25 06:00:00;-0.91;0.06;3.42;;;;-2.71;11.58;5.05;1.18;0.0;0.95;0.0;0.65;1.16;2.54;0.0;3.0;;;;;;;;;;;;;1021.47;50.36;6.08
2025-04-25 05:00:00;0.64;0.31;1.27;;;;1.65;-4.77;3.92;9.28;0.15;1.38;0.02;0.31;0.56;7.18;1.49;6.63;;;;;;;;;;;;;1017.93;67.14;6.09
2025-04-25 04:00:00;4.48;1.02;2.8;;;;-9.85;5.55;7.68;11.8;0.14;0.96;0.63;0.11;0.78;3.65;4.53;2.71;;;;;;;;;;;;;1012.87;51.48;1.0
2025-04-25 03:00:00;5.22;0.15;6.62;;;;-9.06;26.47;8.43;10.0;0.0;0.22;0.0;0.51;0.83;6.07;1.81;4.81;;;;;;;;;;;;;1016.41;53.8;3.97
2025-04-25 02:00:00;0.59;0.64;3.58;;;;-6.89;3.91;2.16;9.66;0.0;0.0;0.0;0.0;1.48;6.46;0.0;2.92;;;;;;;;;;;;;1007.39;90.75;7.52
2025-04-25 01:00:00;7.7;0.77;1.53;;;;-2.41;18.61;20.25;14.4;0.02;0.72;0.83;0.12;1.27;4.45;2.37;2.21;;;;;;;;;;;;;1025.23;82.53;8.96
2025-04-25 00:00:00;15.39;0.3;1.59;;;;-11.12;14.5;9.58;-1.87;0.1;0.53;0.0;0.19;0.33;5.44;0.0;2.14;;;;;;;;;;;;;1025.41;41.03;2.48
2025-04-24 23:00:00;-2.37;0.63;5.84;;;;3.39;-0.63;-0.57;-0.33;0.0;0.64;1.35;0.41;2.41;5.3;2.48;4.54;;;;;;;;;;;;;1005.77;62.17;7.76
2025-04-24 22:00:00;3.65;0.34;4.09;;;;3.22;-3.72;13.38;-8.77;0.0;0.0;0.0;0.62;0.88;5.06;0.52;4.44;;;;;;;;;;;;;1008.5;52.43;7.79
2025-04-24 21:00:00;11.38;0.95;6.28;;;;-6.96;11.26;8.52;16.03;0.0;0.0;0.0;0.0;0.64;9.63;2.57;6.24;;;;;;;;;;;;;1006.53;57.65;10.85
2025-04-24 20:00:00;16.27;1.03;3.87;;;;-3.07;17.52;-3.68;10.5;0.15;1.28;0.1;1.15;1.69;3.34;6.38;5.15;;;;;;;;;;;;;1015.25;59.18;7.0
2025-04-24 19:00:00;-0.37;0.14;3.03;;;;2.83;5.6;25.8;15.21;0.17;0.0;0.51;0.41;0.0;6.61;2.31;1.27;;;;;;;;;;;;;997.84;72.98;1.6
2025-04-24 18:00:00;3.54;0.0;0.13;;;;1.34;4.61;-7.42;12.14;0.0;0.27;0.16;0.0;0.07;4.6;4.3;4.25;;;;;;;;;;;;;1018.81;100.0;3.15
2025-04-24 17:00:00;0.53;0.77;1.99;;;;-10.27;18.76;9.28;17.98;0.01;0.29;1.14;0.95;0.0;6.48;3.1;0.7;;;;;;;;;;;;;1020.21;60.36;7.99
2025-04-24 16:00:00;-7.22;0.0;1.97;;;;-13.23;6.29;-11.08;8.06;0.0;0.0;0.8;0.13;1.11;2.46;4.72;4.35;;;;;;;;;;;;;1012.52;43.32;10.61
2025-04-24 15:00:00;-5.49;0.45;0.0;;;;2.36;23.83;6.98;-6.48;0.02;1.36;0.04;0.27;1.04;6.26;2.31;0.0;;;;;;;;;;;;;1012.81;57.25;7.12
2025-04-24 14:00:00;-2.54;0.14;1.68;;;;-2.62;8.52;6.36;-1.04;0.0;0.61;0.84;0.0;1.37;2.16;3.86;0.71;;;;;;;;;;;;;1008.27;57.88;11.46
2025-04-24 13:00:00;1.19;0.62;4.22;;;;7.72;5.83;4.42;11.88;0.02;0.0;0.8;0.14;0.0;2.08;5.7;4.13;;;;;;;;;;;;;1009.32;94.59;3.28
2025-04-24 12:00:00;0.87;0.34;7.8;;;;0.49;8.47;-1.74;-5.57;0.13;0.0;0.0;0.67;0.5;6.36;6.05;0.43;;;;;;;;;;;;;1019.72;59.78;6.74
2025-04-24 11:00:00;8.03;0.41;2.96;;;;-3.15;8.21;-7.38;5.02;0.05;0.89;0.89;0.08;1.03;4.62;3.19;2.72;;;;;;;;;;;;;1023.57;70.55;9.13
2025-04-24 10:00:00;-0.07;0.03;1.41;;;;2.58;0.48;-7.51;-0.99;0.01;0.71;0.16;0.35;2.93;5.08;2.77;1.87;;;;;;;;;;;;;1028.23;74.86;5.7
2025-04-24 09:00:00;-10.81;0.0;2.6;;;;16.55;20.66;7.71;3.71;0.0;0.0;0.65;0.22;1.52;8.56;2.72;2.32;;;;;;;;;;;;;1035.87;74.1;8.65
2025-04-24 08:00:00;-0.67;0.36;2.62;;;;-8.28;17.35;-2.5;8.92;0.05;0.59;0.0;0.0;2.09;4.52;2.83;3.07;;;;;;;;;;;;;1010.7;85.97;7.14
2025-04-24 07:00:00;-3.56;0.51;2.17;;;;-6.3;2.29;11.18;3.88;0.0;2.94;0.79;0.04;0.45;8.05;3.86;6.52;;;;;;;;;;;;;1006.47;63.58;8.56
2025-04-24 06:00:00;20.51;0.36;0.0;;;;3.81;17.47;-13.14;4.99;0.18;0.82;0.68;0.66;1.75;3.32;4.63;2.33;;;;;;;;;;;;;1014.93;42.94;8.48
2025-04-24 05:00:00;6.26;0.4;0.0;;;;14.38;-1.74;19.54;5.36;0.0;1.69;0.32;0.0;2.02;9.25;4.49;5.08;;;;;;;;;;;;;1012.78;62.13;10.92
2025-04-24 04:00:00;-3.66;0.75;3.25;;;;9.05;13.9;-8.18;-0.6;0.0;0.0;0.25;0.43;1.7;3.89;3.09;3.49;;;;;;;;;;;;;1027.04;83.69;6.35
2025-04-24 03:00:00;-1.92;0.0;4.02;;;;6.05;7.55;0.9;-1.57;0.0;0.0;0.0;0.0;0.0;0.0;3.14;5.67;;;;;;;;;;;;;1026.66;49.19;5.75
2025-04-24 02:00:00;5.98;0.23;4.01;;;;-0.79;5.67;30.0;0.11;0.04;0.35;0.0;0.0;2.67;3.24;3.4;3.25;;;;;;;;;;;;;1021.28;91.36;2.83
2025-04-24 01:00:00;14.76;0.74;0.03;;;;2.85;19.89;4.8;6.37;0.02;2.33;0.0;0.51;0.0;3.45;0.0;6.33;;;;;;;;;;;;;1010.39;100.0;11.23
2025-04-24 00:00:00;1.67;0.0;3.15;;;;11.18;13.83;11.5;8.3;0.02;0.57;0.87;0.25;0.8;5.58;3.68;0.0;;;;;;;;;;;;;1006.79;76.94;6.6
2025-04-23 23:00:00;4.52;0.2;0.0;;;;7.97;15.67;-5.17;2.9;0.0;1.11;0.67;0.0;1.01;3.73;4.49;1.55;;;;;;;;;;;;;1019.48;73.24;5.76
2025-04-23 22:00:00;2.66;0.0;3.06;;;;0.37;5.71;9.92;10.89;0.11;0.45;0.3;0.15;1.74;4.86;4.89;3.72;;;;;;;;;;;;;1011.54;80.34;4.65
2025-04-23 21:00:00;8.9;0.1;1.9;;;;-1.95;14.76;12.17;18.26;0.0;1.02;0.0;0.51;0.62;7.35;3.26;3.77;;;;;;;;;;;;;1012.67;76.11;7.2
2025-04-23 20:00:00;18.26;0.0;3.92;;;;-5.98;17.84;12.62;22.76;0.08;0.72;0.0;0.56;1.2;1.97;3.59;0.0;;;;;;;;;;;;;1014.74;59.01;4.66
2025-04-23 19:00:00;1.85;0.0;0.0;;;;5.18;10.55;6.24;12.9;0.1;0.83;1.25;0.09;1.08;4.46;2.72;3.75;;;;;;;;;;;;;1029.6;95.78;5.54
2025-04-23 18:00:00;-0.32;0.0;5.47;;;;-6.28;8.63;-1.26;-6.97;0.11;1.13;0.59;1.5;0.0;7.25;1.61;0.9;;;;;;;;;;;;;1022.25;61.86;2.86
2025-04-23 17:00:00;0.78;0.27;2.43;;;;-2.87;17.04;5.36;-12.31;0.02;1.47;0.87;0.1;0.38;3.43;2.18;3.13;;;;;;;;;;;;;1014.83;40.56;10.94
2025-04-23 16:00:00;20.52;0.02;4.12;;;;8.57;17.79;7.14;11.24;0.0;2.04;0.0;0.0;0.0;6.12;1.57;0.43;;;;;;;;;;;;;1004.48;59.96;9.29
2025-04-23 15:00:00;10.93;0.0;1.94;;;;6.69;5.04;-0.15;10.31;0.01;0.0;0.1;0.39;2.36;4.98;1.14;0.0;;;;;;;;;;;;;1038.45;61.02;2.89
2025-04-23 14:00:00;3.94;0.66;5.06;;;;-12.83;0.26;-4.3;-4.64;0.0;1.52;0.11;0.4;0.0;5.73;1.22;2.27;;;;;;;;;;;;;1004.86;82.72;6.4
2025-04-23 13:00:00;-12.19;0.02;2.52;;;;-2.0;20.3;-5.7;11.22;0.08;0.95;0.49;0.31;1.64;7.44;1.3;1.03;;;;;;;;;;;;;1009.81;63.89;1.81
2025-04-23 12:00:00;-1.6;0.7;2.12;;;;4.85;13.94;13.42;-5.33;0.08;0.3;0.45;0.69;2.02;6.23;0.9;2.6;;;;;;;;;;;;;1008.25;77.85;10.27
2025-04-23 11:00:00;16.21;0.0;4.03;;;;3.39;10.25;-7.45;-8.93;0.11;0.15;0.84;0.32;3.07;6.08;1.78;3.17;;;;;;;;;;;;;1011.43;71.57;8.99
2025-04-23 10:00:00;0.5;0.04;0.62;;;;-5.28;14.97;4.14;8.3;0.0;0.32;0.39;0.59;1.99;2.71;7.19;6.18;;;;;;;;;;;;;1003.45;93.11;10.32
2025-04-23 09:00:00;6.81;0.1;5.65;;;;3.68;6.71;7.6;8.4;0.0;0.22;0.92;0.0;2.05;5.12;0.36;5.3;;;;;;;;;;;;;1019.53;68.18;2.4
2025-04-23 08:00:00;6.87;0.49;0.54;;;;-4.78;16.77;2.97;17.71;0.0;0.0;0.02;0.0;1.23;3.63;1.55;3.08;;;;;;;;;;;;;1007.61;58.15;9.76
2025-04-23 07:00:00;8.19;0.0;2.44;;;;3.84;11.26;16.99;-11.29;0.0;0.38;0.0;0.0;0.0;3.54;4.65;3.51;;;;;;;;;;;;;1035.03;69.16;11.9
2025-04-23 06:00:00;3.87;0.0;2.26;;;;-10.03;9.88;5.18;5.7;0.07;0.16;0.0;0.0;2.22;6.05;4.76;3.45;;;;;;;;;;;;;1014.26;59.87;8.06
2025-04-23 05:00:00;3.5;0.02;3.98;;;;3.99;17.22;2.85;-3.85;0.16;1.52;0.0;0.51;1.61;5.53;1.24;2.53;;;;;;;;;;;;;1005.73;63.62;9.95
2025-04-23 04:00:00;11.19;0.22;2.94;;;;-6.78;11.44;-0.01;7.8;0.01;0.43;0.23;0.47;1.03;1.91;0.0;2.59;;;;;;;;;;;;;1004.31;63.39;6.06
2025-04-23 03:00:00;0.95;0.19;0.16;;;;-14.0;13.98;13.04;22.54;0.0;0.47;0.92;0.0;2.07;0.74;5.24;5.61;;;;;;;;;;;;;1018.21;39.62;14.14
2025-04-23 02:00:00;4.92;0.8;2.33;;;;6.15;29.74;15.03;10.36;0.02;0.0;0.01;1.21;0.0;4.55;2.07;4.19;;;;;;;;;;;;;1023.94;56.87;5.62
2025-04-23 01:00:00;13.8;1.26;5.15;;;;-1.96;16.2;-2.22;6.1;0.13;0.75;0.0;0.08;0.27;2.73;3.03;3.88;;;;;;;;;;;;;1023.8;82.38;7.38
2025-04-23 00:00:00;17.41;0.23;5.72;;;;-5.03;19.91;15.64;4.85;0.0;0.0;1.03;0.03;1.19;6.71;4.92;8.7;;;;;;;;;;;;;1027.03;85.68;8.97
2025-04-22 23:00:00;-8.98;0.14;2.51;;;;2.93;6.99;-3.12;2.12;0.04;0.2;0.09;0.6;1.84;7.32;3.0;0.71;;;;;;;;;;;;;1019.6;81.1;5.86
2025-04-22 22:00:00;12.24;0.88;2.29;;;;3.06;15.25;0.86;1.37;0.04;2.52;0.05;0.29;0.44;6.49;0.52;1.51;;;;;;;;;;;;;1015.9;31.41;7.72
2025-04-22 21:00:00;1.55;0.23;6.79;;;;12.4;6.16;-0.04;-11.57;0.0;0.0;0.43;0.41;0.78;1.66;2.87;4.41;;;;;;;;;;;;;1026.57;63.01;8.24
2025-04-22 20:00:00;2.18;0.47;1.89;;;;3.71;1.45;-17.04;15.87;0.0;0.0;0.0;0.0;0.34;4.41;2.31;0.75;;;;;;;;;;;;;1002.35;76.58;2.08
2025-04-22 19:00:00;15.37;0.52;4.65;;;;-12.18;-2.7;0.18;2.78;0.0;0.0;0.0;0.58;1.37;4.91;3.48;2.43;;;;;;;;;;;;;1008.56;81.44;4.99
2025-04-22 18:00:00;19.35;0.81;1.86;;;;-0.18;6.07;9.36;-0.96;0.11;0.75;0.15;0.0;2.12;4.5;0.05;1.65;;;;;;;;;;;;;1018.71;85.2;7.61
2025-04-22 17:00:00;12.3;0.0;6.66;;;;1.84;4.46;1.81;4.03;0.0;3.42;0.15;0.0;0.0;6.1;0.0;5.07;;;;;;;;;;;;;1014.45;59.57;6.52
2025-04-22 16:00:00;16.18;0.0;3.93;;;;-9.6;15.5;7.01;-10.99;0.1;0.21;0.71;0.55;0.0;6.72;0.9;1.52;;;;;;;;;;;;;1003.2;59.59;10.13
2025-04-22 15:00:00;-7.89;0.84;1.53;;;;13.84;-0.22;8.51;10.67;0.0;1.52;0.58;0.02;0.9;5.07;4.81;4.29;;;;;;;;;;;;;1012.26;100.0;5.67
2025-04-22 14:00:00;12.65;0.64;1.6;;;;-7.43;14.22;10.1;5.2;0.02;1.26;0.59;0.63;1.35;5.87;4.51;3.26;;;;;;;;;;;;;1017.44;49.76;4.02
2025-04-22 13:00:00;8.69;0.0;4.52;;;;10.11;5.37;-8.71;19.88;0.24;0.0;0.01;0.03;0.0;6.13;1.95;3.37;;;;;;;;;;;;;1015.6;47.64;8.66
2025-04-22 12:00:00;-0.67;0.15;5.08;;;;-3.23;10.67;-19.73;-4.09;0.03;0.0;0.9;0.0;0.0;4.76;5.02;5.0;;;;;;;;;;;;;1023.46;73.9;4.52
2025-04-22 11:00:00;10.26;0.9;2.05;;;;-8.56;12.05;11.97;7.94;0.01;0.31;0.0;0.24;1.98;3.8;4.54;3.14;;;;;;;;;;;;;1011.81;59.63;3.61
2025-04-22 10:00:00;-0.45;0.72;3.68;;;;-4.29;-5.52;-0.73;5.05;0.13;0.0;0.0;0.0;0.0;0.85;1.51;3.16;;;;;;;;;;;;;1002.33;66.51;3.84
2025-04-22 09:00:00;-3.39;0.19;5.8;;;;0.87;20.63;27.73;-6.18;0.06;0.09;0.0;1.05;0.0;5.46;4.81;2.73;;;;;;;;;;;;;1010.71;66.39;5.73
2025-04-22 08:00:00;1.72;0.22;1.71;;;;-19.16;17.42;11.13;3.45;0.09;0.12;1.02;0.0;2.7;6.58;1.62;2.93;;;;;;;;;;;;;1008.24;83.9;11.61
2025-04-22 07:00:00;-0.12;0.75;5.66;;;;1.15;0.95;-8.1;2.66;0.0;0.38;0.0;0.0;1.89;8.26;1.02;6.4;;;;;;;;;;;;;1024.55;67.72;9.94
2025-04-22 06:00:00;6.84;0.0;2.77;;;;6.67;12.33;-2.55;13.17;0.14;0.35;1.14;0.91;0.32;8.24;6.38;3.78;;;;;;;;;;;;;1002.08;86.39;3.6
2025-04-22 05:00:00;5.64;0.0;1.88;;;;0.65;4.92;3.85;8.84;0.0;0.0;0.73;0.93;1.77;2.97;5.17;4.83;;;;;;;;;;;;;1013.58;57.37;9.44
2025-04-22 04:00:00;17.31;0.0;0.08;;;;4.39;21.05;22.02;6.05;0.04;0.38;0.0;0.0;2.78;5.3;3.25;3.35;;;;;;;;;;;;;1026.66;72.73;5.66
2025-04-22 03:00:00;10.81;0.15;2.91;;;;0.83;7.79;7.66;-20.0;0.0;0.98;0.0;0.17;0.01;5.51;0.31;3.15;;;;;;;;;;;;;997.94;70.66;3.9
2025-04-22 02:00:00;-3.92;0.21;4.57;;;;9.43;5.29;9.57;-12.0;0.0;0.0;0.17;0.29;2.36;4.88;1.8;1.34;;;;;;;;;;;;;1017.26;78.04;10.37
2025-04-22 01:00:00;-2.41;0.92;4.58;;;;11.83;5.81;-3.69;5.62;0.03;0.15;0.21;0.25;1.37;4.24;5.1;2.5;;;;;;;;;;;;;1013.06;82.73;12.09
2025-04-22 00:00:00;-14.5;0.54;0.54;;;;6.66;5.73;13.28;0.51;0.03;0.34;0.43;0.26;2.02;5.13;3.74;0.0;;;;;;;;;;;;;1014.18;80.38;7.2
2025-04-21 23:00:00;7.73;0.11;3.23;;;;5.29;12.03;5.92;5.56;0.09;0.0;0.2;0.0;1.54;2.49;0.26;6.25;;;;;;;;;;;;;1009.82;72.75;5.44
2025-04-21 22:00:00;1.52;0.56;1.53;;;;-2.48;11.18;8.09;-3.38;0.0;0.66;0.73;0.54;3.01;7.49;4.45;5.94;;;;;;;;;;;;;1011.65;74.42;10.09
2025-04-21 21:00:00;13.35;0.41;5.35;;;;-0.66;1.28;-2.29;3.8;0.11;1.46;0.67;0.03;1.46;4.04;2.52;0.14;;;;;;;;;;;;;1029.06;56.47;8.95
2025-04-21 20:00:00;1.28;0.79;2.52;;;;-1.81;5.26;6.03;4.07;0.0;0.0;0.0;0.0;1.73;4.25;5.71;2.12;;;;;;;;;;;;;1022.06;87.87;7.35
2025-04-21 19:00:00;0.12;1.22;2.27;;;;9.23;6.85;1.84;20.4;0.1;1.53;1.12;0.0;1.07;6.68;4.06;5.76;;;;;;;;;;;;;1015.73;76.28;9.79
2025-04-21 18:00:00;18.37;0.0;4.21;;;;-4.03;4.34;8.19;2.87;0.04;0.62;0.24;0.0;1.16;6.8;3.68;3.24;;;;;;;;;;;;;1018.79;76.65;12.94
2025-04-21 17:00:00;-4.35;0.61;3.5;;;;0.71;13.11;9.91;-6.05;0.0;0.0;0.0;0.0;2.0;0.05;3.48;7.01;;;;;;;;;;;;;1012.44;63.53;18.64
2025-04-21 16:00:00;21.72;0.61;2.83;;;;-10.07;14.73;2.26;13.26;0.0;0.0;0.0;1.05;1.25;2.6;2.67;5.09;;;;;;;;;;;;;998.26;71.91;12.55
2025-04-21 15:00:00;0.7;0.0;0.0;;;;3.48;-1.23;7.19;12.09;0.02;0.0;0.0;0.11;2.81;5.32;0.72;5.1;;;;;;;;;;;;;1009.69;74.82;5.63
2025-04-21 14:00:00;8.68;0.93;0.63;;;;11.89;-0.34;14.0;1.12;0.14;0.0;0.0;0.0;0.35;4.63;3.49;3.56;;;;;;;;;;;;;1017.95;49.62;10.58
